amendment,filename,polarity,compound_name,area
GMP,220715_Smp_GMP-Surf-Morn-T0-B-wIS.mzML,pos,L-Proline,256647.26931529472
GMP,220715_Smp_GMP-Surf-Morn-T0-C-wIS.mzML,pos,L-Proline,364575.52470893215
GMP,220715_Smp_GMP-Surf-Morn-T10-A-wIS.mzML,pos,L-Proline,472123.9380156429
GMP,220715_Smp_GMP-Surf-Morn-T10-B-wIS.mzML,pos,L-Proline,841515.9601153228
GMP,220715_Smp_GMP-Surf-Morn-T10-C-wIS.mzML,pos,L-Proline,264382.8367687948
GMP,220715_Smp_GMP-Surf-Morn-T26-A-wIS.mzML,pos,L-Proline,2104437.4599290784
GMP,220715_Smp_GMP-Surf-Morn-T26-B-wIS.mzML,pos,L-Proline,869568.6103625636
GMP,220715_Smp_GMP-Surf-Morn-T26-C-wIS.mzML,pos,L-Proline,1570358.8777638266
GMP,220715_Smp_GMP-Surf-Morn-T3-A-wIS.mzML,pos,L-Proline,609504.9482515902
GMP,220715_Smp_GMP-Surf-Morn-T3-B-wIS.mzML,pos,L-Proline,401343.13582701655
GMP,220715_Smp_GMP-Surf-Morn-T3-C-wIS.mzML,pos,L-Proline,386577.8007882938
GMP,220715_Smp_GMP-Surf-Morn-T73-A-wIS.mzML,pos,L-Proline,785959.1921546126
GMP,220715_Smp_GMP-Surf-Morn-T73-B-wIS.mzML,pos,L-Proline,840200.0952664672
GMP,220715_Smp_GMP-Surf-Morn-T73-C-wIS.mzML,pos,L-Proline,1393871.4997690623
GMP,220715_Smp_GMP_Blk_A-wIS.mzML,pos,L-Proline,358259.0089111552
GMP,220715_Std_4uMStdsMix1InH2O_1.mzML,pos,L-Proline,6325204.738726093
GMP,220715_Std_4uMStdsMix1InH2O_2.mzML,pos,L-Proline,9309102.191584727
GMP,220715_Std_4uMStdsMix1InMatrix_1.mzML,pos,L-Proline,7561517.966678736
GMP,220715_Std_4uMStdsMix1InMatrix_2.mzML,pos,L-Proline,5936880.435602667
GMP,220715_Std_4uMStdsMix2InH2O_1.mzML,pos,L-Proline,21596.30540207913
GMP,220715_Std_4uMStdsMix2InH2O_2.mzML,pos,L-Proline,45769.351444152024
GMP,220715_Std_4uMStdsMix2InMatrix_1.mzML,pos,L-Proline,536082.917267792
GMP,220715_Std_4uMStdsMix2InMatrix_2.mzML,pos,L-Proline,287050.4443678621
GMP,220715_Std_H2OInMatrix_1.mzML,pos,L-Proline,583760.4169971772
GMP,220715_Std_H2OInMatrix_2.mzML,pos,L-Proline,291099.87303962355
Arg,220729_Poo_TruePooArg-wIS-Full_1.mzML,pos,L-Proline,576248.4585737417
Arg,220729_Poo_TruePooArg-wIS-Full_2.mzML,pos,L-Proline,359809.48293251166
Arg,220729_Poo_TruePooArg-wIS-Full_3.mzML,pos,L-Proline,282451.1787095021
Arg,220729_Poo_TruePooArg-wIS-Full_4.mzML,pos,L-Proline,320575.70146905363
Arg,220729_Poo_TruePooArg-wIS-Full_5.mzML,pos,L-Proline,244189.8931132175
Arg,220729_Poo_TruePooArg-wIS-Half_1.mzML,pos,L-Proline,223227.0621211521
Arg,220729_Poo_TruePooArg-wIS-Half_2.mzML,pos,L-Proline,262581.8016729469
Arg,220729_Poo_TruePooArg-wIS-Half_3.mzML,pos,L-Proline,217871.1695726322
Arg,220729_Poo_TruePooArg-wIS-Half_4.mzML,pos,L-Proline,156933.18307266448
Arg,220729_Poo_TruePooArg-wIS-Half_5.mzML,pos,L-Proline,203375.8413050414
Arg,220729_Smp_Arg-Deep-Eve-T0-A-wIS.mzML,pos,L-Proline,35792.94442972687
Arg,220729_Smp_Arg-Deep-Eve-T0-B-wIS.mzML,pos,L-Proline,108418.14674679043
Arg,220729_Smp_Arg-Deep-Eve-T0-C-wIS.mzML,pos,L-Proline,183318.33266975314
Arg,220729_Smp_Arg-Deep-Eve-T10-A-wIS.mzML,pos,L-Proline,81951.02961110006
Arg,220729_Smp_Arg-Deep-Eve-T10-B-wIS.mzML,pos,L-Proline,132979.08858142365
Arg,220729_Smp_Arg-Deep-Eve-T10-C-wIS.mzML,pos,L-Proline,306359.24148244306
Arg,220729_Smp_Arg-Deep-Eve-T26-A-wIS.mzML,pos,L-Proline,1002310.8684793537
Arg,220729_Smp_Arg-Deep-Eve-T26-B-wIS.mzML,pos,L-Proline,272730.7682326464
Arg,220729_Smp_Arg-Deep-Eve-T26-C-wIS.mzML,pos,L-Proline,557562.4640881094
Arg,220729_Smp_Arg-Deep-Eve-T3-A-wIS.mzML,pos,L-Proline,126316.23087093941
Arg,220729_Smp_Arg-Deep-Eve-T3-B-wIS.mzML,pos,L-Proline,112122.99370808106
Arg,220729_Smp_Arg-Deep-Eve-T3-C-wIS.mzML,pos,L-Proline,98676.8785482533
Arg,220729_Smp_Arg-Deep-Eve-T73-A-wIS.mzML,pos,L-Proline,516922.2566413449
Arg,220729_Smp_Arg-Deep-Eve-T73-B-wIS.mzML,pos,L-Proline,344050.24224569043
Arg,220729_Smp_Arg-Deep-Eve-T73-C-wIS.mzML,pos,L-Proline,319880.1987549653
Arg,220729_Smp_Arg-Deep-Morn-T0-A-wIS.mzML,pos,L-Proline,44726.83769221608
Arg,220729_Smp_Arg-Deep-Morn-T0-B-wIS.mzML,pos,L-Proline,100406.39608005289
Arg,220729_Smp_Arg-Deep-Morn-T0-C-wIS.mzML,pos,L-Proline,144547.8796735185
Arg,220729_Smp_Arg-Deep-Morn-T10-A-wIS.mzML,pos,L-Proline,37171.39460480683
Arg,220729_Smp_Arg-Deep-Morn-T10-B-wIS.mzML,pos,L-Proline,51668.61807099138
Arg,220729_Smp_Arg-Deep-Morn-T10-C-wIS.mzML,pos,L-Proline,64512.10246596916
Arg,220729_Smp_Arg-Deep-Morn-T26-A-wIS.mzML,pos,L-Proline,3706482.9625101383
Arg,220729_Smp_Arg-Deep-Morn-T26-B-wIS.mzML,pos,L-Proline,1063644.4155255437
Arg,220729_Smp_Arg-Deep-Morn-T26-C-wIS.mzML,pos,L-Proline,738768.2232151785
Arg,220729_Smp_Arg-Deep-Morn-T3-A-wIS.mzML,pos,L-Proline,42629.079235094396
Arg,220729_Smp_Arg-Deep-Morn-T3-B-wIS.mzML,pos,L-Proline,64613.55201197826
Arg,220729_Smp_Arg-Deep-Morn-T3-C-wIS.mzML,pos,L-Proline,88663.42666496204
Arg,220729_Smp_Arg-Deep-Morn-T73-A-wIS.mzML,pos,L-Proline,649641.2227751542
Arg,220729_Smp_Arg-Deep-Morn-T73-B-wIS.mzML,pos,L-Proline,1158922.2071298049
Arg,220729_Smp_Arg-Deep-Morn-T73-C-wIS.mzML,pos,L-Proline,908802.9728544693
Arg,220729_Smp_Arg-Surf-Eve-T0-A-wIS.mzML,pos,L-Proline,142171.70838499567
Arg,220729_Smp_Arg-Surf-Eve-T0-B-wIS.mzML,pos,L-Proline,111976.5255197661
Arg,220729_Smp_Arg-Surf-Eve-T0-C-wIS.mzML,pos,L-Proline,117272.49819742437
Arg,220729_Smp_Arg-Surf-Eve-T10-A-wIS.mzML,pos,L-Proline,90454.54564037723
Arg,220729_Smp_Arg-Surf-Eve-T10-B-wIS.mzML,pos,L-Proline,107191.98359650164
Arg,220729_Smp_Arg-Surf-Eve-T10-C-wIS.mzML,pos,L-Proline,154602.66116867715
Arg,220729_Smp_Arg-Surf-Eve-T26-A-wIS.mzML,pos,L-Proline,220106.02745606127
Arg,220729_Smp_Arg-Surf-Eve-T26-B-wIS.mzML,pos,L-Proline,504064.4907764947
Arg,220729_Smp_Arg-Surf-Eve-T26-C-wIS.mzML,pos,L-Proline,308101.4846471417
Arg,220729_Smp_Arg-Surf-Eve-T3-A-wIS.mzML,pos,L-Proline,240309.92952641787
Arg,220729_Smp_Arg-Surf-Eve-T3-B-wIS.mzML,pos,L-Proline,148355.22871882768
Arg,220729_Smp_Arg-Surf-Eve-T3-C-wIS.mzML,pos,L-Proline,75643.23200577853
Arg,220729_Smp_Arg-Surf-Eve-T73-A-wIS.mzML,pos,L-Proline,406755.5100839859
Arg,220729_Smp_Arg-Surf-Eve-T73-B-wIS.mzML,pos,L-Proline,554056.00630136
Arg,220729_Smp_Arg-Surf-Eve-T73-C-wIS.mzML,pos,L-Proline,557020.3942821244
Arg,220729_Smp_Arg-Surf-Morn-T0-A-wIS.mzML,pos,L-Proline,87459.19340932449
Arg,220729_Smp_Arg-Surf-Morn-T0-B-wIS.mzML,pos,L-Proline,75388.77456045928
Arg,220729_Smp_Arg-Surf-Morn-T0-C-wIS.mzML,pos,L-Proline,110098.51122053324
Arg,220729_Smp_Arg-Surf-Morn-T10-A-wIS.mzML,pos,L-Proline,140990.30238262317
Arg,220729_Smp_Arg-Surf-Morn-T10-B-wIS.mzML,pos,L-Proline,217202.20416914878
Arg,220729_Smp_Arg-Surf-Morn-T10-C-wIS.mzML,pos,L-Proline,202024.15175388003
Arg,220729_Smp_Arg-Surf-Morn-T26-A-wIS.mzML,pos,L-Proline,1413747.6638640477
Arg,220729_Smp_Arg-Surf-Morn-T26-B-wIS.mzML,pos,L-Proline,850762.7151448667
Arg,220729_Smp_Arg-Surf-Morn-T26-C-wIS.mzML,pos,L-Proline,158771.76849543958
Arg,220729_Smp_Arg-Surf-Morn-T3-A-wIS.mzML,pos,L-Proline,96391.36959594791
Arg,220729_Smp_Arg-Surf-Morn-T3-B-wIS.mzML,pos,L-Proline,67915.17958310124
Arg,220729_Smp_Arg-Surf-Morn-T3-C-wIS.mzML,pos,L-Proline,92288.91964812226
Arg,220729_Smp_Arg-Surf-Morn-T73-A-wIS.mzML,pos,L-Proline,520476.3969885064
Arg,220729_Smp_Arg-Surf-Morn-T73-B-wIS.mzML,pos,L-Proline,774148.3096552461
Arg,220729_Smp_Arg-Surf-Morn-T73-C-wIS.mzML,pos,L-Proline,979323.1051968521
Arg,220729_Std_4uMStdsMix1InH2O_1.mzML,pos,L-Proline,10212911.972364463
Arg,220729_Std_4uMStdsMix1InH2O_2.mzML,pos,L-Proline,4917185.588204068
Arg,220729_Std_4uMStdsMix1InMatrix_1.mzML,pos,L-Proline,5707576.358118051
Arg,220729_Std_4uMStdsMix1InMatrix_2.mzML,pos,L-Proline,5185367.876409327
Arg,220729_Std_4uMStdsMix2InH2O_1.mzML,pos,L-Proline,37803.60774714997
Arg,220729_Std_4uMStdsMix2InH2O_2.mzML,pos,L-Proline,28214.28046453542
Arg,220729_Std_4uMStdsMix2InMatrix_1.mzML,pos,L-Proline,270157.42572352133
Arg,220729_Std_4uMStdsMix2InMatrix_2.mzML,pos,L-Proline,219914.58474353136
Arg,220729_Std_H2OInMatrix_1.mzML,pos,L-Proline,261145.77889442866
Arg,220729_Std_H2OInMatrix_2.mzML,pos,L-Proline,254332.9863920521
Nit,210813_Poo_TruePooNit-wIS-Full_1.mzML,neg,Succinic acid,210961.62064721098
Nit,210813_Poo_TruePooNit-wIS-Full_2.mzML,neg,Succinic acid,186901.90935759802
Nit,210813_Poo_TruePooNit-wIS-Full_3.mzML,neg,Succinic acid,232374.2404320271
Nit,210813_Poo_TruePooNit-wIS-Full_4.mzML,neg,Succinic acid,258163.24966579297
Nit,210813_Poo_TruePooNit-wIS-Full_5.mzML,neg,Succinic acid,278874.7550649356
Nit,210813_Poo_TruePooNit-wIS-Half_1.mzML,neg,Succinic acid,127801.1312678222
Nit,210813_Poo_TruePooNit-wIS-Half_2.mzML,neg,Succinic acid,108937.33717172753
Nit,210813_Poo_TruePooNit-wIS-Half_3.mzML,neg,Succinic acid,131263.65242297843
Nit,210813_Poo_TruePooNit-wIS-Half_4.mzML,neg,Succinic acid,154935.4582112082
Nit,210813_Poo_TruePooNit-wIS-Half_5.mzML,neg,Succinic acid,183391.95067700697
Nit,210813_Smp_Nit-Deep-Eve-T0-A-wIS.mzML,neg,Succinic acid,147523.31700844594
Nit,210813_Smp_Nit-Deep-Eve-T0-B-wIS.mzML,neg,Succinic acid,244263.2624967518
Nit,210813_Smp_Nit-Deep-Eve-T0-C-wIS.mzML,neg,Succinic acid,149810.6327783077
Nit,210813_Smp_Nit-Deep-Eve-T1-A-wIS.mzML,neg,Succinic acid,231079.19136204896
Nit,210813_Smp_Nit-Deep-Eve-T1-B-wIS.mzML,neg,Succinic acid,285140.0955592229
Nit,210813_Smp_Nit-Deep-Eve-T1-C-wIS.mzML,neg,Succinic acid,317841.48399822036
Nit,210813_Smp_Nit-Deep-Eve-T10-A-wIS.mzML,neg,Succinic acid,169491.02056418953
Nit,210813_Smp_Nit-Deep-Eve-T10-B-wIS.mzML,neg,Succinic acid,240302.7799062308
Nit,210813_Smp_Nit-Deep-Eve-T10-C-wIS.mzML,neg,Succinic acid,275661.32256828237
Nit,210813_Smp_Nit-Deep-Eve-T26-A-wIS.mzML,neg,Succinic acid,230269.9994401126
Nit,210813_Smp_Nit-Deep-Eve-T26-B-wIS.mzML,neg,Succinic acid,197099.5528050758
Nit,210813_Smp_Nit-Deep-Eve-T26-C-wIS.mzML,neg,Succinic acid,221378.98992740244
Nit,210813_Smp_Nit-Deep-Eve-T3-A-wIS.mzML,neg,Succinic acid,154385.6169997694
Nit,210813_Smp_Nit-Deep-Eve-T3-B-wIS.mzML,neg,Succinic acid,437530.2321153504
Nit,210813_Smp_Nit-Deep-Eve-T3-C-wIS.mzML,neg,Succinic acid,141353.28130934865
Nit,210813_Smp_Nit-Deep-Morn-T0-A-wIS.mzML,neg,Succinic acid,251700.63599540535
Nit,210813_Smp_Nit-Deep-Morn-T0-B-wIS.mzML,neg,Succinic acid,139921.6607722083
Nit,210813_Smp_Nit-Deep-Morn-T0-C-wIS.mzML,neg,Succinic acid,143212.4618099815
Nit,210813_Smp_Nit-Deep-Morn-T1-A-wIS.mzML,neg,Succinic acid,150387.11171044107
Nit,210813_Smp_Nit-Deep-Morn-T1-B-wIS.mzML,neg,Succinic acid,320535.1917297408
Nit,210813_Smp_Nit-Deep-Morn-T1-C-wIS.mzML,neg,Succinic acid,162113.2708094687
Nit,210813_Smp_Nit-Deep-Morn-T10-A-wIS.mzML,neg,Succinic acid,158126.0328655352
Nit,210813_Smp_Nit-Deep-Morn-T10-B-wIS.mzML,neg,Succinic acid,296723.77077354694
Nit,210813_Smp_Nit-Deep-Morn-T10-C-wIS.mzML,neg,Succinic acid,231108.65986358377
Nit,210813_Smp_Nit-Deep-Morn-T26-A-wIS.mzML,neg,Succinic acid,178673.50165089156
Nit,210813_Smp_Nit-Deep-Morn-T26-B-wIS.mzML,neg,Succinic acid,226237.8320195981
Nit,210813_Smp_Nit-Deep-Morn-T26-C-wIS.mzML,neg,Succinic acid,247290.09887046728
Nit,210813_Smp_Nit-Deep-Morn-T3-A-wIS.mzML,neg,Succinic acid,180668.53003010762
Nit,210813_Smp_Nit-Deep-Morn-T3-B-wIS.mzML,neg,Succinic acid,192763.6350739864
Nit,210813_Smp_Nit-Deep-Morn-T3-C-wIS.mzML,neg,Succinic acid,189330.80109420873
Nit,210813_Smp_Nit-Surf-Eve-T0-A-wIS.mzML,neg,Succinic acid,160789.92215325407
Nit,210813_Smp_Nit-Surf-Eve-T0-B-wIS.mzML,neg,Succinic acid,225169.8537738673
Nit,210813_Smp_Nit-Surf-Eve-T0-C-wIS.mzML,neg,Succinic acid,143890.01798372908
Nit,210813_Smp_Nit-Surf-Eve-T1-A-wIS.mzML,neg,Succinic acid,212024.14405178127
Nit,210813_Smp_Nit-Surf-Eve-T1-B-wIS.mzML,neg,Succinic acid,164240.0153903088
Nit,210813_Smp_Nit-Surf-Eve-T1-C-wIS.mzML,neg,Succinic acid,186838.40770019317
Nit,210813_Smp_Nit-Surf-Eve-T10-A-wIS.mzML,neg,Succinic acid,239312.10494257836
Nit,210813_Smp_Nit-Surf-Eve-T10-B-wIS.mzML,neg,Succinic acid,369846.12126037944
Nit,210813_Smp_Nit-Surf-Eve-T10-C-wIS.mzML,neg,Succinic acid,262609.0263290467
Nit,210813_Smp_Nit-Surf-Eve-T26-A-wIS.mzML,neg,Succinic acid,378388.1524981996
Nit,210813_Smp_Nit-Surf-Eve-T26-B-wIS.mzML,neg,Succinic acid,231300.76220624713
Nit,210813_Smp_Nit-Surf-Eve-T26-C-wIS.mzML,neg,Succinic acid,174796.08528318928
Nit,210813_Smp_Nit-Surf-Eve-T3-A-wIS.mzML,neg,Succinic acid,199024.15569337906
Nit,210813_Smp_Nit-Surf-Eve-T3-B-wIS.mzML,neg,Succinic acid,310890.8363733026
Nit,210813_Smp_Nit-Surf-Eve-T3-C-wIS.mzML,neg,Succinic acid,208026.58599183388
Nit,210813_Smp_Nit-Surf-Morn-T0-A-wIS.mzML,neg,Succinic acid,158246.14105729628
Nit,210813_Smp_Nit-Surf-Morn-T0-B-wIS.mzML,neg,Succinic acid,227725.56626338855
Nit,210813_Smp_Nit-Surf-Morn-T0-C-wIS.mzML,neg,Succinic acid,302825.1927214742
Nit,210813_Smp_Nit-Surf-Morn-T1-A-wIS.mzML,neg,Succinic acid,186004.6704230021
Nit,210813_Smp_Nit-Surf-Morn-T1-B-wIS.mzML,neg,Succinic acid,279265.2429803374
Nit,210813_Smp_Nit-Surf-Morn-T1-C-wIS.mzML,neg,Succinic acid,271866.64533025364
Nit,210813_Smp_Nit-Surf-Morn-T10-A-wIS.mzML,neg,Succinic acid,181410.2613649805
Nit,210813_Smp_Nit-Surf-Morn-T10-B-wIS.mzML,neg,Succinic acid,171700.00633216172
Nit,210813_Smp_Nit-Surf-Morn-T10-C-wIS.mzML,neg,Succinic acid,267565.80212253315
Nit,210813_Smp_Nit-Surf-Morn-T26-A-wIS.mzML,neg,Succinic acid,246989.81239906838
Nit,210813_Smp_Nit-Surf-Morn-T26-B-wIS.mzML,neg,Succinic acid,262531.6324319702
Nit,210813_Smp_Nit-Surf-Morn-T26-C-wIS.mzML,neg,Succinic acid,465888.3006843106
Nit,210813_Smp_Nit-Surf-Morn-T3-A-wIS.mzML,neg,Succinic acid,194269.44236294308
Nit,210813_Smp_Nit-Surf-Morn-T3-B-wIS.mzML,neg,Succinic acid,261113.6678894833
Nit,210813_Smp_Nit-Surf-Morn-T3-C-wIS.mzML,neg,Succinic acid,251929.50126269928
Nit,210813_Smp_Nit_Blk_A-wIS.mzML,neg,Succinic acid,143959.3966782773
Nit,210813_Std_4uMStdsMix1InH2O_1.mzML,neg,Succinic acid,454787.8011739963
Nit,210813_Std_4uMStdsMix1InH2O_2.mzML,neg,Succinic acid,561247.5381922075
Nit,210813_Std_4uMStdsMix1InMatrix_1.mzML,neg,Succinic acid,562835.0016622043
Nit,210813_Std_4uMStdsMix1InMatrix_2.mzML,neg,Succinic acid,956695.6357310665
Nit,210813_Std_4uMStdsMix2InH2O_1.mzML,neg,Succinic acid,14630074.497326685
Nit,210813_Std_4uMStdsMix2InH2O_2.mzML,neg,Succinic acid,21371967.61883377
Nit,210813_Std_4uMStdsMix2InMatrix_1.mzML,neg,Succinic acid,14638701.47171439
Nit,210813_Std_4uMStdsMix2InMatrix_2.mzML,neg,Succinic acid,21148298.553007808
Nit,210813_Std_H2OInMatrix_1.mzML,neg,Succinic acid,163792.6802407177
Nit,210813_Std_H2OInMatrix_2.mzML,neg,Succinic acid,193079.65315896692
Amm,210916_Poo_TruePooAmm-wIS-Full_1.mzML,neg,Succinic acid,81330.29246608203
Amm,210916_Poo_TruePooAmm-wIS-Full_2.mzML,neg,Succinic acid,72906.57041397839
Amm,210916_Poo_TruePooAmm-wIS-Full_3.mzML,neg,Succinic acid,75135.5591918984
Amm,210916_Poo_TruePooAmm-wIS-Full_4.mzML,neg,Succinic acid,71572.28284580763
Amm,210916_Poo_TruePooAmm-wIS-Full_5.mzML,neg,Succinic acid,85002.2334866811
Amm,210916_Poo_TruePooAmm-wIS-Half_1.mzML,neg,Succinic acid,56427.22171051652
Amm,210916_Poo_TruePooAmm-wIS-Half_2.mzML,neg,Succinic acid,42603.788151322224
Amm,210916_Poo_TruePooAmm-wIS-Half_3.mzML,neg,Succinic acid,45561.47928610592
Amm,210916_Poo_TruePooAmm-wIS-Half_4.mzML,neg,Succinic acid,47306.90165320894
Amm,210916_Poo_TruePooAmm-wIS-Half_5.mzML,neg,Succinic acid,48914.485895770486
Amm,210916_Smp_Amm-Deep-Eve-T0-A-wIS.mzML,neg,Succinic acid,63827.3924663463
Amm,210916_Smp_Amm-Deep-Eve-T0-B-wIS.mzML,neg,Succinic acid,57267.144726787126
Amm,210916_Smp_Amm-Deep-Eve-T0-C-wIS.mzML,neg,Succinic acid,68657.54381039749
Amm,210916_Smp_Amm-Deep-Eve-T1-A-wIS.mzML,neg,Succinic acid,80829.65449025869
Amm,210916_Smp_Amm-Deep-Eve-T1-B-wIS.mzML,neg,Succinic acid,64804.82076574804
Amm,210916_Smp_Amm-Deep-Eve-T1-C-wIS.mzML,neg,Succinic acid,61243.88087610731
Amm,210916_Smp_Amm-Deep-Eve-T10-A-wIS.mzML,neg,Succinic acid,273197.21989233483
Amm,210916_Smp_Amm-Deep-Eve-T10-B-wIS.mzML,neg,Succinic acid,80870.1900706228
Amm,210916_Smp_Amm-Deep-Eve-T10-C-wIS.mzML,neg,Succinic acid,97131.64562908899
Amm,210916_Smp_Amm-Deep-Eve-T26-A-wIS.mzML,neg,Succinic acid,81023.02994411421
Amm,210916_Smp_Amm-Deep-Eve-T26-B-wIS.mzML,neg,Succinic acid,60688.560351041946
Amm,210916_Smp_Amm-Deep-Eve-T26-C-wIS.mzML,neg,Succinic acid,74443.29623734127
Amm,210916_Smp_Amm-Deep-Eve-T3-A-wIS.mzML,neg,Succinic acid,106307.5874286904
Amm,210916_Smp_Amm-Deep-Eve-T3-B-wIS.mzML,neg,Succinic acid,87920.54307806153
Amm,210916_Smp_Amm-Deep-Eve-T3-C-wIS.mzML,neg,Succinic acid,87602.03921604592
Amm,210916_Smp_Amm-Deep-Morn-T0-A-wIS.mzML,neg,Succinic acid,64183.04590811732
Amm,210916_Smp_Amm-Deep-Morn-T0-B-wIS.mzML,neg,Succinic acid,63867.84425583924
Amm,210916_Smp_Amm-Deep-Morn-T0-C-wIS.mzML,neg,Succinic acid,66916.96183193797
Amm,210916_Smp_Amm-Deep-Morn-T1-A-wIS.mzML,neg,Succinic acid,70908.1269010761
Amm,210916_Smp_Amm-Deep-Morn-T1-B-wIS.mzML,neg,Succinic acid,67493.74071149212
Amm,210916_Smp_Amm-Deep-Morn-T1-C-wIS.mzML,neg,Succinic acid,96561.41152720283
Amm,210916_Smp_Amm-Deep-Morn-T10-A-wIS.mzML,neg,Succinic acid,80349.43111961125
Amm,210916_Smp_Amm-Deep-Morn-T10-B-wIS.mzML,neg,Succinic acid,52724.571093801824
Amm,210916_Smp_Amm-Deep-Morn-T10-C-wIS.mzML,neg,Succinic acid,45807.772881956524
Amm,210916_Smp_Amm-Deep-Morn-T26-A-wIS.mzML,neg,Succinic acid,127512.70118585535
Amm,210916_Smp_Amm-Deep-Morn-T26-B-wIS.mzML,neg,Succinic acid,72944.99273216985
Amm,210916_Smp_Amm-Deep-Morn-T26-C-wIS.mzML,neg,Succinic acid,83668.05735820763
Amm,210916_Smp_Amm-Deep-Morn-T3-A-wIS.mzML,neg,Succinic acid,83398.06951439551
Amm,210916_Smp_Amm-Deep-Morn-T3-B-wIS.mzML,neg,Succinic acid,61378.313181670484
Amm,210916_Smp_Amm-Deep-Morn-T3-C-wIS.mzML,neg,Succinic acid,59828.73155038662
Amm,210916_Smp_Amm-Surf-Eve-T0-A-wIS.mzML,neg,Succinic acid,125811.37979919532
Amm,210916_Smp_Amm-Surf-Eve-T0-B-wIS.mzML,neg,Succinic acid,107264.6222216182
Amm,210916_Smp_Amm-Surf-Eve-T0-C-wIS.mzML,neg,Succinic acid,78419.6122652983
Amm,210916_Smp_Amm-Surf-Eve-T1-A-wIS.mzML,neg,Succinic acid,60111.59186776665
Amm,210916_Smp_Amm-Surf-Eve-T1-B-wIS.mzML,neg,Succinic acid,82843.68261361227
Amm,210916_Smp_Amm-Surf-Eve-T1-C-wIS.mzML,neg,Succinic acid,67280.62241870847
Amm,210916_Smp_Amm-Surf-Eve-T10-A-wIS.mzML,neg,Succinic acid,68532.08496959363
Amm,210916_Smp_Amm-Surf-Eve-T10-B-wIS.mzML,neg,Succinic acid,87344.7217703677
Amm,210916_Smp_Amm-Surf-Eve-T10-C-wIS.mzML,neg,Succinic acid,87795.42825566404
Amm,210916_Smp_Amm-Surf-Eve-T26-A-wIS.mzML,neg,Succinic acid,74252.32786820996
Amm,210916_Smp_Amm-Surf-Eve-T26-B-wIS.mzML,neg,Succinic acid,99306.26378710664
Amm,210916_Smp_Amm-Surf-Eve-T26-C-wIS.mzML,neg,Succinic acid,78784.04931011192
Amm,210916_Smp_Amm-Surf-Eve-T3-A-wIS.mzML,neg,Succinic acid,88863.34207508883
Amm,210916_Smp_Amm-Surf-Eve-T3-B-wIS.mzML,neg,Succinic acid,73450.80378681055
Amm,210916_Smp_Amm-Surf-Eve-T3-C-wIS.mzML,neg,Succinic acid,106980.97571684192
Amm,210916_Smp_Amm-Surf-Morn-T0-A-wIS.mzML,neg,Succinic acid,98365.16440844032
Amm,210916_Smp_Amm-Surf-Morn-T0-B-wIS.mzML,neg,Succinic acid,86479.89088390433
Amm,210916_Smp_Amm-Surf-Morn-T0-C-wIS.mzML,neg,Succinic acid,66716.66057558049
Amm,210916_Smp_Amm-Surf-Morn-T1-A-wIS.mzML,neg,Succinic acid,63148.07386328613
Amm,210916_Smp_Amm-Surf-Morn-T1-B-wIS.mzML,neg,Succinic acid,57678.7452744941
Amm,210916_Smp_Amm-Surf-Morn-T1-C-wIS.mzML,neg,Succinic acid,95225.74576708884
Amm,210916_Smp_Amm-Surf-Morn-T10-A-wIS.mzML,neg,Succinic acid,72275.07129062357
Amm,210916_Smp_Amm-Surf-Morn-T10-B-wIS.mzML,neg,Succinic acid,125492.52650972846
Amm,210916_Smp_Amm-Surf-Morn-T10-C-wIS.mzML,neg,Succinic acid,77633.52132157587
Amm,210916_Smp_Amm-Surf-Morn-T26-A-wIS.mzML,neg,Succinic acid,70649.76488105125
Amm,210916_Smp_Amm-Surf-Morn-T26-B-wIS.mzML,neg,Succinic acid,94794.46489179006
Amm,210916_Smp_Amm-Surf-Morn-T26-C-wIS.mzML,neg,Succinic acid,109059.5098285498
Amm,210916_Smp_Amm-Surf-Morn-T3-A-wIS.mzML,neg,Succinic acid,53441.44309206741
Amm,210916_Smp_Amm-Surf-Morn-T3-B-wIS.mzML,neg,Succinic acid,86658.96771677054
Amm,210916_Smp_Amm-Surf-Morn-T3-C-wIS.mzML,neg,Succinic acid,98828.52150729689
Amm,210916_Smp_Amm_Blk_A-wIS.mzML,neg,Succinic acid,47158.355431164106
Amm,210916_Std_4uMStdsMix1InH2O_1.mzML,neg,Succinic acid,271434.54667899007
Amm,210916_Std_4uMStdsMix1InH2O_2.mzML,neg,Succinic acid,461034.64486061945
Amm,210916_Std_4uMStdsMix1InMatrix_1.mzML,neg,Succinic acid,314069.7534537388
Amm,210916_Std_4uMStdsMix1InMatrix_2.mzML,neg,Succinic acid,498953.1757057143
Amm,210916_Std_4uMStdsMix2InH2O_1.mzML,neg,Succinic acid,11698592.57441793
Amm,210916_Std_4uMStdsMix2InH2O_2.mzML,neg,Succinic acid,20891681.164504137
Amm,210916_Std_4uMStdsMix2InMatrix_1.mzML,neg,Succinic acid,12885474.577636378
Amm,210916_Std_4uMStdsMix2InMatrix_2.mzML,neg,Succinic acid,20244381.145399775
Amm,210916_Std_H2OInMatrix_1.mzML,neg,Succinic acid,55360.07660085343
Amm,210916_Std_H2OInMatrix_2.mzML,neg,Succinic acid,64228.65043440228
GMP,220715_Poo_TruePooGMP-wIS-Full_1.mzML,neg,Succinic acid,475812.181073096
